category,price,discount,quantity,payment_method,delivery_time_days,region,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,returned
4,245.8568366853929,0.0,1,0,6,3,245.8568366853929,9.11202210964148,62.67168330015077,61,0,1
2,6.047899726742392,0.143544865956034,1,1,5,0,5.168906201226018,3.7215537480613716,-1.8896499544570653,67,1,1
1,205.9347493127492,0.05273542856238503,1,3,4,0,195.03286531483826,7.290699542887891,16.1093318286067,23,1,1
4,291.7740571899587,0.08462966555327939,1,0,5,1,267.3357144805528,8.167445759250025,66.68732466854901,29,0,1
5,12.01599154029593,0.09640735632504514,1,2,5,1,10.853414436805334,3.544251770120072,0.7044356782462007,19,0,1
4,27.96583823839165,0.057411623154247596,1,4,3,0,26.363136036381214,5.770638719667208,2.3164421611369668,59,0,1
1,58.183464372992766,0.07000750198695913,1,2,4,1,53.983014253775224,6.65902025536479,-0.1850187549673978,34,1,1
2,57.35167982821121,0.0,1,1,7,3,57.35167982821121,5.35990513033886,13.89064421213562,61,0,1
5,83.24231000492232,0.031565010191909916,3,1,6,3,240.7393194461238,9.038019242285605,63.1850931243413,48,0,1
2,5.730612734168416,0.0,3,0,7,4,19.524578412888033,5.226412816865482,1.6051896276453292,27,0,1
5,56.461622177756325,0.0,2,1,4,0,112.92324435551265,7.46462468641737,37.40780562059345,42,0,1
4,72.08104901672382,0.2,1,1,3,1,57.664839213379054,6.39432444455495,11.544456012562481,48,0,1
1,398.05894281681077,0.034140202188215736,1,1,3,0,384.3755497797739,8.668047993346656,37.45651046669623,39,1,1
1,65.15204667952135,0.0,1,3,3,1,65.15204667952135,5.520416320227437,19.20265629128295,59,1,1
1,55.34771587618934,0.0,2,1,3,0,110.69543175237868,7.294270076927909,33.45324807680227,33,1,1
6,3.089673297127644,0.09991623003272926,1,1,6,3,2.7799329840261833,1.7000502619803624,-0.5900753929705437,40,0,1
2,33.218625799044986,0.03633146383732004,1,5,3,1,32.01968749241342,3.5554674144650718,7.6486965786028795,59,0,1
0,40.57524775876662,0.0,1,2,6,1,40.57524775876662,4.533955449173381,11.867128361850067,40,0,1
1,107.11203892968581,0.013401894145470406,2,1,3,0,211.0357672421642,8.090208936014285,17.23607901939669,47,1,1
4,86.13211165149826,0.16654200525492488,1,0,3,0,71.77972359011585,8.84486179505793,11.711081835420634,34,0,1
3,564.6374114627337,0.09550314287753972,1,1,4,4,510.5921829083339,9.670534571652938,129.42281624425252,53,0,1
1,401.6354625567738,0.03945807285818248,1,1,3,0,385.8206669552142,8.096926406565814,38.202396982231235,44,1,1
4,169.2981037680496,0.0,1,1,4,1,169.2981037680496,7.640341063319656,41.4935222843004,31,0,1
4,245.13065254080075,0.008187956142352149,1,0,6,3,243.0459989069579,9.10658978241131,63.01712445772783,57,0,1
2,31.537533240690436,0.14446916550863045,1,1,3,2,26.95876662034522,5.6508454603951614,3.781722856725665,22,0,1
4,16.480278369199926,0.0,1,1,3,2,16.480278369199926,3.6481859246842716,0.9676078950871354,66,0,1
6,12.963050960279338,0.0013868001269715547,1,3,6,3,12.945022558628708,3.908320800761829,1.2658546387048901,64,0,1
1,507.13692304511613,0.043835077786260696,4,2,5,3,1993.1466244805893,11.261777482274818,227.91651881664046,19,0,1
5,12.668738625033736,0.0022679005804531194,2,2,4,3,25.268533072421697,5.27,4.808433707039689,47,0,1
4,564.0783541959318,0.049813843023299643,1,2,5,2,535.8887004290465,9.539329834883878,140.50829586045845,46,0,1
5,90.5403622295418,0.08146106775495777,3,0,5,3,249.08209444834134,8.603704283429884,66.11729482971741,34,0,1
2,56.161135401338015,0.013173222470002466,1,1,4,0,55.41816565402988,6.4374962157799365,12.95802042425402,31,0,1
4,98.24733276401334,0.05,3,3,5,0,280.004791765162,9.367419494218549,69.54138171559846,61,0,1
4,15.054896880524256,0.2016781243861938,4,2,4,1,46.40928732389337,5.927631412602894,9.61417609770905,63,0,1
5,23.254624619671436,0.09749299889486321,1,1,7,1,20.9907814444265,7.489302568835142,-1.074397904958235,55,1,1
0,15.341511573982554,0.17595929783187958,1,2,5,1,12.454781419794575,3.898695354948644,1.70396395834157,19,0,1
1,65.16097346365436,0.12474515592749069,1,1,4,4,57.005369625661714,6.236704927196404,15.253274848088326,18,0,1
1,641.4089442246114,0.10235680444218165,1,0,4,2,575.44900820209,8.30136337199389,60.753508185039145,59,0,1
1,253.29622451182573,0.029080793682777314,1,1,3,2,245.85735748777128,7.847621683735872,21.657085617339693,51,0,1
4,164.0814472321886,0.1,1,1,4,0,147.67382808022978,7.266119693722624,36.14631557150176,52,0,1
1,669.4694552958067,0.07756808802416636,1,1,5,3,617.5464044076394,10.523143878805994,63.582813756026866,42,0,1
3,73.23074301796171,0.04740338892456524,2,1,4,0,139.33675668056128,7.585458977977566,37.97595941308119,39,0,1
1,725.566000162744,0.016630823842476133,3,1,4,0,2246.5457975442478,11.538745525811525,258.04548365620286,47,1,1
1,52.74689312596795,0.016710832828386493,3,1,4,0,155.463338961826,6.142494176260657,55.89473937924929,44,0,1
4,124.1532039430487,0.028342170115932402,1,1,6,2,120.59909581051078,7.195936375165287,27.63513822706724,50,0,1
2,38.59264112809092,0.0,1,1,5,2,38.59264112809092,4.944415323145448,8.560745966842433,56,0,1
1,161.71906273908928,0.05,1,3,4,3,153.63334237980533,7.67091852424053,10.76494811667709,36,0,1
2,14.58712812749159,0.05,1,1,6,4,13.857885296462673,3.503315434727648,1.2702104991929797,25,0,1
0,13.526703366092299,0.015374582926589032,1,0,3,3,13.289934789022828,0.8152311187768121,5.169355171710296,35,1,1
1,210.95009893578953,0.04591660581945617,1,3,7,1,201.20659518090093,7.962849744441717,16.17876635026117,57,0,1
1,353.852493335907,0.0,1,1,4,3,353.852493335907,9.171854899482907,33.29149939151375,51,0,1
0,33.11960255443054,0.0,1,3,4,2,33.11960255443054,4.908615114529301,8.560978178867623,18,0,1
1,353.6266202319034,0.0,1,4,4,2,353.6266202319034,8.651985394840489,33.78361922320254,45,1,1
2,9.937044618728915,0.1,1,0,5,3,8.94419156905472,3.1882767092832287,-0.33797789478889295,47,1,1
5,94.65722152253983,0.0,2,1,5,1,189.31444304507966,8.040594208612037,48.74984644262657,49,0,1
0,24.75452062323155,0.05717115942548765,3,2,5,1,69.95857356495543,6.57631146387779,21.783680739281692,56,1,1
2,17.653734179636842,0.029450081315891836,1,3,5,1,17.100072650898074,3.2701590892620116,2.7155718377391556,25,1,1
2,7.773758396294918,0.09474759366593022,1,0,4,2,7.034727165700663,3.2000204279652675,-0.7384447060650465,67,0,1
1,56.93677329034471,0.0741036917624193,1,3,3,3,52.71322138318184,6.369343595038016,13.24894641948208,68,0,1
4,10.320580300810047,0.0,4,1,5,2,41.28232120324019,4.020495692144766,8.636514208524078,42,0,1
4,42.33602659678404,0.042886989390801204,2,1,3,1,81.06096868686261,6.169958214852879,16.776237429639345,57,0,1
1,350.5758161452093,0.023992863803608558,2,2,4,2,683.176178728755,8.556552714602777,73.4261095891914,55,0,1
3,40.53895754214889,0.03909038035054664,4,2,5,2,155.05310805890124,7.766361521402187,43.30756496506483,62,0,1
1,519.1462692458113,0.0,1,1,4,3,519.1462692458113,9.801603536741528,52.493810666094866,31,0,1
3,19.710951767169803,0.05,1,1,5,3,18.729242587625237,4.51754467898504,-0.6172783308132668,37,0,1
4,13.376684244307425,0.04360191239988226,3,3,6,3,39.40587850710778,6.226871967920495,5.8174407649599535,53,1,1
2,5.285916717110322,0.030656210513948304,3,0,3,1,16.00411393729228,5.060607537245285,-1.9952100202759533,27,0,1
2,21.372473531355244,0.023392876535488993,2,2,4,0,41.61039255073927,6.766785753070978,7.476410305101182,63,0,1
1,466.006776143783,0.029723672328946866,4,2,5,2,1802.7131132949803,10.91474977424999,205.41259708487587,36,0,1
5,17.417205822920184,0.0,2,1,4,2,34.83441164584037,5.125097148416798,8.120211960182107,34,0,1
4,12.606875415453644,0.14427048712196283,1,0,4,2,10.791636675999841,3.982775931317135,-0.4222851578929012,54,0,1
2,142.75151819661727,0.0,1,3,5,1,142.75151819661727,7.578138562391645,40.28783397357178,55,0,1
4,152.42311169405986,0.0,1,1,3,0,152.42311169405986,7.9926113572043995,34.68471019167255,54,1,1
0,22.464534527769125,0.15815309446572468,2,4,4,1,37.480058306202615,3.252162866411304,12.846252605966193,24,0,1
4,447.08367089544305,0.011591535308490575,1,0,3,2,442.00657843032417,9.204774605925472,114.55906183489321,44,0,1
1,195.86515693835335,0.04750935809620169,1,3,5,2,186.55332275149783,8.359303202316934,14.02805642624004,24,0,1
2,11.389280920533452,0.0,1,2,4,2,11.389280920533452,3.9579556014718227,0.024917029292321334,40,0,1
1,766.3520017966013,0.018940769680489935,1,3,6,2,751.498650213161,9.793321226811688,80.38937137723997,45,1,1
1,453.0651680456922,0.16004273012850964,1,1,5,3,379.14228606187527,9.3493376830081,36.14493578981436,40,1,1
1,101.90837495058672,0.0,1,0,5,0,101.90837495058672,6.530725971347009,5.702215525192941,60,1,1
1,158.074178510509,0.052030705376462566,2,2,3,2,369.5006423140427,9.431931618065795,34.91006423140427,59,0,1
4,30.492728711097943,0.0,2,2,4,2,60.985457422195886,6.0460902802921375,16.96565161995131,39,0,1
2,15.069571847825156,0.0,2,1,4,3,41.24396605869255,4.477094924679594,9.962156621715224,22,1,1
3,48.00880464076623,0.0,1,2,6,1,48.00880464076623,5.934402320383116,9.986681204044636,33,0,1
6,11.279500040911547,0.03365545874692886,2,1,6,3,25.02931075384767,6.038260522766584,3.9714831062973004,22,0,1
2,22.59968328582418,0.0,1,1,5,0,22.59968328582418,4.950537960323566,2.9586491575094804,45,0,1
2,65.2067732988821,0.11641933247205238,1,2,4,1,57.39199638185334,4.946017246052169,15.141081918747803,45,0,1
2,29.913011413198834,0.0,1,2,5,1,29.913011413198834,6.103067430716774,4.36243229527598,65,0,1
1,155.49257665460112,0.06572565057035634,1,1,4,3,145.2610689945989,7.713626319924201,9.71790840106417,57,1,1
6,13.800075442171144,0.11665094954767836,1,1,6,4,12.19028290814179,4.059669940501245,0.8204432227554701,57,0,1
3,106.12855849280155,0.0,1,2,4,2,106.12855849280155,7.268194072267172,27.56874974233881,22,1,1
3,36.545254165015734,0.05,2,3,4,2,69.43473160713519,6.30036579051638,15.12889784233045,54,0,1
1,11.286779923996601,0.0,1,2,5,3,11.286779923996601,3.885593307998867,0.5084178453363546,39,0,1
1,108.38023133356565,0.12778712627831235,1,2,4,1,94.4390534224983,7.097854435482161,4.233277242330126,57,0,1
0,26.738837432298972,0.07724870727890432,1,1,6,1,24.577804704278797,6.106481334333369,4.2539678395511205,23,0,1
2,53.462530907126826,0.07873850262565758,2,2,5,2,98.33840470757684,6.813015774943747,26.226926366991666,43,1,1
2,69.76234138786221,0.06989574070047862,1,2,5,3,64.83469166847846,6.366125111159426,16.32651175984306,62,0,1
2,70.42023192944406,0.1497859428986597,1,0,4,3,59.87427407529199,6.955847292233998,14.002629368979077,24,0,1
4,59.62371271891457,0.0047645211104169255,1,3,5,1,59.347370494510386,7.4984552626974885,10.200459969115416,35,0,1
1,41.77816753702072,0.0,1,2,6,1,41.77816753702072,4.766452549172072,10.062748694468915,40,0,1
4,162.8534628209327,0.12194728772054897,2,3,5,1,285.3667628639078,8.172859945024653,72.86746246189033,40,0,1
2,15.350832065975217,0.0627181337812311,1,1,4,2,14.451872148444238,5.873308673793825,-1.173174635918547,61,1,1
3,3.9460207925259008,0.0424842568061501,4,0,3,0,15.4202518911016,4.461566121414169,-3.23104408094278,25,1,1
2,16.06996519334121,0.0,1,1,6,1,16.06996519334121,4.65992014942984,0.9600685895923173,21,0,1
1,856.6452925638575,0.0,2,0,7,1,1713.290585127715,10.831353064633904,194.76626822582872,62,1,1
1,554.3139577438486,0.09732556880518158,2,2,5,0,1000.8175801597374,12.245115926545084,107.85597973812783,37,0,1
5,26.186244757180454,0.0,1,1,5,3,26.186244757180454,6.043948568685424,4.221848212856992,32,1,1
0,25.36528533853507,0.04854482283337953,1,1,5,1,24.13224683856723,6.207404031467702,4.654446976399224,22,0,1
1,185.81964178863717,0.12597600231172992,1,4,3,3,162.3583453355381,8.07576646102967,11.405764707068457,40,0,1
0,105.23689968850933,0.0,1,1,3,2,105.23689968850933,7.300735073958997,39.445572563172945,51,0,1
3,41.26433411330379,0.0,1,0,4,0,41.26433411330379,5.117604623130505,6.8724716726958714,25,0,1
4,72.81789168633297,0.1,3,4,5,3,196.60758705019154,10.00452610398934,45.042495175297745,50,1,1
5,52.86353999787047,0.12217670436396044,2,1,5,0,92.72747865141555,5.8203336391707445,28.982615101911847,56,1,1
2,75.67928218898844,0.0,1,1,5,1,75.67928218898844,7.510014665322413,18.97351651823238,30,0,1
1,1449.616494531946,0.0,1,0,5,2,1449.616494531946,10.172741405472188,163.7780226571097,56,0,1
0,17.773586868966476,0.08665761182262585,1,3,3,1,16.247065079804464,2.7640162987192736,4.072505490442739,39,0,1
1,65.25204087816546,0.13050891633958567,1,1,4,4,56.71429972485092,6.141602880396837,14.896498078579647,18,0,1
5,27.59036795140694,0.0,1,1,4,0,27.59036795140694,4.599531153516049,6.268136505643444,43,1,1
2,56.72225031926599,0.0,1,0,5,1,56.72225031926599,6.399350191559594,12.280773303628147,63,0,1
2,16.31493732836809,0.010038415097052823,1,1,6,0,16.129226649072613,4.58772341130122,0.9359078037670732,20,0,1
2,103.65745345904814,0.14921234216649,1,1,5,2,88.187403983635,9.121801849560342,21.740876187073592,67,1,1
0,20.406319821986123,0.015200197793197257,1,0,4,0,20.09851581667388,5.565439940662041,3.480158180302585,33,0,1
4,155.93705572460735,0.0,1,1,4,0,155.93705572460735,7.9332134101646945,36.83697711157259,54,0,1
1,197.25273173009194,0.10552626276028981,1,0,4,3,176.41558503511874,8.495001007554492,12.678736566353507,62,0,1
2,32.46555016393119,0.0,1,2,5,3,32.46555016393119,4.123093553723896,7.385681083862159,26,1,1
2,8.91259484545489,0.18250111582888107,1,1,3,0,7.23856895822485,3.704012497283468,-1.171988395379637,25,1,1
6,4.187983156343439,0.1,1,2,4,2,3.7686733376867068,2.271556722761049,-0.7640873876863665,49,0,1
5,59.903944985384086,0.0,1,3,3,2,59.903944985384086,6.321857623453984,11.651504633745605,59,0,1
3,64.25987815912384,0.0,1,2,3,2,64.25987815912384,4.293194128464572,15.740879151817815,63,0,1
5,11.845743856802338,0.0,2,1,5,2,23.691487713604676,6.207767981047797,3.17687888812774,24,0,1
2,50.40097601546612,0.0,1,1,3,2,50.40097601546612,6.309187291597196,11.32949859806873,56,1,1
6,4.846873138746992,0.04680520398988821,1,1,3,2,4.788560899353699,1.8263895920202236,0.09277918404044719,41,0,1
6,37.23631155525327,0.0,1,2,4,0,37.23631155525327,6.056955103884603,8.841569518216705,49,0,1
2,32.88674313630422,0.0,1,1,4,2,32.88674313630422,4.99558706395723,5.8973437419370525,19,0,1
2,32.47547799584406,0.025931926144345557,1,1,5,3,31.604165277394053,5.1832577305812455,5.87677467059822,67,0,1
2,72.41874103720512,0.0,1,3,4,3,72.41874103720512,7.0078622968212665,18.34228020161936,61,1,1
2,94.79637117863759,0.0,1,4,5,2,94.79637117863759,5.8987876963487995,25.53553262466859,59,0,1
2,13.795082272443455,0.0,1,4,5,1,13.795082272443455,4.401003798991987,-1.9066147376687432,51,0,1
6,2.8148654528651855,0.01913329147810985,1,2,5,3,4.137334170437803,3.3779474368027786,-1.7210137686276574,44,0,1
1,418.0094082886464,0.0,1,2,3,3,418.0094082886464,8.951169892168075,41.21212718849187,29,0,1
4,64.60002490857501,0.0,1,2,4,0,64.60002490857501,6.793334035582538,12.328188611429546,58,1,1
1,466.1437850470242,0.0,1,1,5,1,466.1437850470242,9.222118488259241,46.7113000822159,44,0,1
0,93.82560727171615,0.0,1,4,5,3,93.82560727171615,5.788275424600226,34.141150743575146,57,1,1
4,182.87402141268464,0.0,1,1,5,0,182.87402141268464,8.996275354170159,42.648378157561346,29,0,1
4,15.820598919179105,0.15,1,2,4,1,13.450833089180614,4.026714327569037,1.1429085197223392,33,0,1
0,25.058179600769325,0.09375657840594263,3,3,5,1,68.1146684483405,7.34826380436539,22.848316431612933,54,1,1
2,52.905264586851814,0.04398502619874162,1,3,5,1,50.57405819831851,6.403610681167281,11.300148041126057,36,0,1
0,11.664580535902267,0.08183221436090668,1,2,4,1,10.707143627879658,3.5081677856390936,1.0992073791955255,53,0,1
2,94.67028208645492,0.0,1,3,6,2,94.67028208645492,6.773656519612072,26.359605590568552,23,0,1
3,21.407219430984593,0.03670969234992029,1,0,5,3,20.610619106991322,4.154174138305295,2.7031546610359487,44,0,1
4,57.00055353921175,0.0,1,2,5,3,57.00055353921175,5.154631299846871,12.437521569968641,61,0,1
4,71.58203479346301,0.08486266885281056,1,1,3,0,65.42949130163424,5.304494392129882,14.119269627545414,27,1,1
5,13.755548010536385,0.15,1,1,5,3,11.689273642855204,4.885312631145094,-0.44385991685550297,61,0,1
2,7.700713177505147,0.0,1,2,4,3,7.700713177505147,2.890237725835049,-0.19331748494433007,45,0,1
4,138.0596520540239,0.0747788266741729,1,1,5,0,127.56070478897004,7.067875253235752,28.652610586662913,41,0,1
1,409.56609865918654,0.007975505550048098,2,1,4,0,811.7899469089988,11.200612361248798,86.21325365974225,24,0,1
4,13.416698493920338,0.0,1,0,4,0,13.416698493920338,3.6503137885860664,1.4404092703470792,49,1,1
5,112.9218486577896,0.023098469205007008,1,1,5,0,110.26090500537279,6.882729996418137,26.1940034745778,32,0,1
4,89.17226355143961,0.02652024920020938,2,2,6,2,173.61861869540192,7.4993919003199165,42.7898336474145,43,1,1
1,471.37068887984486,0.0,1,2,4,2,471.37068887984486,7.73554067307788,48.82508178830908,53,0,1
1,9.360053676555793,0.016411632732199834,3,1,5,2,33.412800033741334,6.347635795617641,6.3448662067090345,52,1,1
1,105.80347712664567,0.05,4,0,4,3,402.0559876431422,9.64103956827974,38.60500495793606,29,0,1
4,57.60991099067495,0.0,2,1,5,1,115.2198219813499,6.54882454530973,37.48908280525228,42,0,1
2,128.89046014680957,0.006545194903825741,1,2,5,2,128.07231078383134,9.66622150523103,34.381392605465244,24,1,1
4,34.423907623497044,0.03052677114830531,2,1,5,3,66.62546630739746,5.087374796076274,15.901269441846614,25,0,1
5,89.82070632208618,0.0,2,1,5,2,179.64141264417236,8.242729689577658,45.65033457102388,48,0,1
2,13.233691041043198,0.028014043588945565,1,1,5,0,12.875111283104694,2.784752251797585,1.7234764164172791,47,0,1
3,14.447531564014348,0.05,1,1,4,4,13.726500295542916,3.8646241872569806,0.07953392835767745,24,0,1
0,9.603428845144396,0.0922062267166209,2,3,5,1,18.14678674826431,4.014952128788832,3.9932132517356873,27,1,1
6,17.879823748276092,0.0,1,1,4,1,17.879823748276092,4.345476130702799,2.8031717692530824,54,2,1
4,259.42214381347264,0.03352519137537887,1,1,4,0,250.72570917069936,8.233223215106365,63.682587681801124,46,0,1
1,913.7301494115285,0.0,2,1,5,3,1827.460298823057,11.575631266574733,207.7167998421976,36,0,1
2,21.156000159663275,0.0984000638653098,1,4,6,1,19.069918805718707,4.138400063865309,-2.525603768053278,52,0,1
3,103.36036572168727,0.15889396835676772,1,2,4,1,86.76590031319414,6.6512540936344235,20.210592247964765,52,1,1
4,23.86573862175194,0.0,2,3,5,2,47.73147724350388,4.955738621751941,9.253446901509058,49,0,1
5,44.27342330542597,0.0,2,2,4,1,88.54684661085194,6.511461231853095,20.05205688964068,52,0,1
4,95.65942345295097,0.04973793315953647,1,3,6,1,90.90447704289929,6.621404207632796,18.835409530219255,52,0,1
1,381.1628085324916,0.007887705779797699,1,0,5,0,378.0897583606825,8.829091194420995,36.541069113799615,63,1,1
1,85.9535728830076,0.02829637938066238,2,1,4,1,206.12312771311213,7.630886894864103,17.107141172779443,53,1,1
5,92.79818683148791,0.11679478609527234,3,0,5,1,245.45685494662507,8.282167446533022,65.35055314173259,45,0,1
4,11.976259341319677,0.05,3,4,5,2,34.13618850568754,4.679283853828073,6.304462890371055,52,0,1
3,20.8831174163821,0.02240215301491849,1,2,4,2,20.417152633671794,3.936950096131375,3.651875740047647,50,1,1
2,48.698434589615054,0.0,4,1,4,2,241.6178848575539,9.977797825472704,74.58347466320889,35,0,1
5,22.256001253362314,0.023875026111714867,1,1,6,1,21.69255063712584,5.795700564013042,0.710974629213649,33,0,1
2,11.555975132345402,0.044796223811958795,1,0,4,3,11.045298180889072,3.0939880265712154,0.7728459591211555,33,0,1
1,60.139935052258636,0.05967680315235901,1,2,5,2,56.29674892924672,6.141777582662026,0.6106387527845336,30,0,1
4,49.14560084436855,0.027967218438641545,2,3,3,1,95.349050308992,6.728977020431336,20.761049334720603,48,0,1
1,109.43813383355835,0.00811296678471622,4,0,6,1,433.8907631447085,10.079255395041919,41.984241471120264,48,0,1
1,701.361966444167,0.0,1,1,6,2,701.361966444167,9.802870682865944,74.35761302983735,48,0,1
4,306.2520161733531,0.05382549750350396,1,0,5,1,289.8535613249386,7.040013208628245,74.11729000215485,29,0,1
2,78.74744153293561,0.0,1,2,4,3,78.74744153293561,6.320147423503786,20.213139449829526,60,0,1
1,508.7248901401722,0.1,2,1,4,3,915.7031107934203,10.815730502446936,99.07110450098556,21,0,1
3,170.85316485788854,0.2,1,1,5,1,136.6812997839683,6.435335264967062,37.171307984897645,56,0,1
2,30.997809059909617,0.0,1,2,4,3,30.997809059909617,4.210229853601123,6.634878860939949,28,0,1
3,50.11369106133431,0.0,1,1,4,2,50.11369106133431,4.7030723312316605,10.346611907932543,59,0,1
6,5.164176840058603,0.1,2,1,3,1,11.818799073082646,3.8555542715926006,0.874810293307288,32,0,1
2,17.611510740794273,0.1285653867063034,1,1,3,1,15.35446455349342,3.4001268791676287,1.972793099086816,65,0,1
2,44.91936941277355,0.0,1,3,4,3,44.91936941277355,6.774780573138611,8.949224541532862,52,0,1
1,72.90536284359376,0.026237290763173493,1,3,5,1,70.82911856786797,5.817491527175449,2.6815525315122164,35,0,1
2,649.380870386449,0.15,1,2,4,1,551.9744966172818,7.862388237670797,99.62118574493458,47,0,1
3,12.739758410791282,0.052212049238336965,1,2,4,3,11.991385705041786,4.682504426732254,-2.8727460159409715,59,0,1
1,580.0372694255744,0.049053144945333055,1,1,5,1,551.5864453572813,8.660910191475198,57.528210227515494,37,0,1
2,76.38862678849766,0.0,1,1,7,2,76.38862678849766,5.436329988081751,21.302478388289703,62,0,1
4,28.563024962029843,0.0,2,2,4,2,57.126049924059686,5.486838229137341,16.411491104634795,37,0,1
2,53.942643599992714,0.0,1,2,4,0,53.942643599992714,5.003798477334256,13.874126782663192,33,0,1
1,12.170697563017969,0.0049102598646187,1,2,5,2,12.102935976886231,5.152153763249151,-0.7842228758791918,23,0,1
4,129.64503208367063,0.0,1,1,5,0,129.64503208367063,7.171402472086614,30.185123580669774,57,0,1
1,406.68397320446195,0.06742747842833226,1,1,4,1,379.0699910795088,8.820751033589284,36.66709021664206,39,1,1
1,165.06725277194874,0.037230533149592876,1,1,5,3,158.7827387762975,8.44381434585821,10.60953586464552,58,0,1
1,869.1021551780619,0.0,2,0,7,1,1738.2043103561239,10.998395212526749,197.5876508457262,57,1,1
5,12.185270898657937,0.10077749084258464,1,1,5,2,10.902037515262359,5.215662090353165,-1.2170936520130953,26,1,1
5,86.68207083113622,0.00680242457984564,1,1,5,1,86.05488728487444,6.990528502731818,18.822937682730515,40,0,1
4,23.137881133030504,0.07775193782556097,1,1,5,2,21.199266149913182,3.6939018100040326,4.275178292253191,45,1,1
2,57.19077645636612,0.01715342117504931,2,3,4,3,112.209929791971,6.966972290808037,33.28256200651262,45,0,1
1,598.4444826172157,0.04248293920998137,1,3,3,0,572.7762907465451,11.978179494852558,56.75749293797909,32,0,1
5,20.726917027168838,0.14246715824001743,1,2,4,0,17.76126434457639,4.295763539328125,2.553337401696617,43,1,1
3,55.98882785546133,0.0,2,1,3,0,111.97765571092266,7.412091983940148,34.16128460750116,39,0,1
1,220.61617026282985,0.0,1,1,6,3,220.61617026282985,8.502923158294083,17.969620789031552,23,0,1
5,46.37488461601727,0.042511538398273006,1,1,4,2,44.4023492343374,6.088110768623421,10.970208457653962,22,0,1
2,388.5075630202393,0.0,2,2,3,1,777.0151260404785,8.919280384784248,149.0632201716642,42,0,1
4,348.3918153627684,0.0,1,1,4,0,348.3918153627684,8.63190980508219,91.05994715608244,60,1,1
6,46.54152850876546,0.0,1,2,5,1,46.54152850876546,6.7033301352109955,11.913493055576051,46,0,1
2,103.15251956501488,0.0,1,2,5,1,103.15251956501488,7.967597763005192,27.609754188779036,35,1,1
4,129.98963926006024,0.0013923757437743906,1,1,4,0,129.7941497056343,8.473544860868287,27.865695029750974,59,0,1
4,26.004043952686047,0.17097751943228445,1,1,4,3,21.59058348631122,3.244930541398087,3.09532457451915,20,0,1
1,79.18889209896291,0.15657434158024242,1,1,4,3,66.77541319499619,5.963113679170327,2.448313793563595,40,0,1
6,34.38895208019294,0.0,1,2,4,2,34.38895208019294,4.059799029078098,9.694777496479322,33,0,1
4,100.24426780188148,0.11530173521504902,1,2,6,1,88.65698213387124,6.905991195430186,17.92224138817204,49,0,1
1,385.8251860407974,0.049419905511176455,2,2,4,1,733.4982050269666,9.053663710207411,80.35747414330474,54,0,1
1,504.2896855397706,0.1061096012438078,1,3,4,0,450.5826041430379,10.769730987013787,43.30458151015076,40,1,1
6,4.301013159976651,0.034620829463764526,1,1,3,2,4.973763392150779,1.850758341072471,0.14151668214494192,41,0,1
2,24.936654679700705,0.0,1,1,7,1,24.936654679700705,5.16564159431242,3.5634248991581314,44,0,1
2,121.1627613841869,0.015925606364754166,1,1,3,2,119.14339449713607,6.585318377870495,35.110825232509015,35,0,1
4,86.84050355034098,0.0,1,1,4,2,86.84050355034098,5.860080280603767,18.456222328685477,62,0,1
1,103.45206513023894,0.0,1,3,5,0,103.45206513023894,7.6067480343777305,4.810003682136832,52,1,1
1,61.84425653270738,0.0,1,2,4,2,61.84425653270738,5.707581083406817,1.7153591023758958,51,0,1
2,37.795247159555174,0.0,1,0,5,2,37.795247159555174,5.653254902744889,6.721268638082173,59,0,1
3,10.98607237568271,0.03228023327183347,3,3,5,3,34.86708790669127,5.0994225291635615,5.9807693063222676,53,0,1
1,393.36643336637275,0.0,1,0,4,3,393.36643336637275,9.85925741487853,37.34234914820467,28,0,1
2,4.973316828874966,0.1233218927575862,1,1,3,0,4.290935688949656,2.7302008664808275,-1.3398677769736551,33,1,1
3,67.57995267059933,0.039557282542155126,1,2,5,1,64.88214600122434,7.96812434303517,8.003207121598201,21,0,1
4,284.8745276865872,0.09915575523780641,1,1,5,1,256.64842139752096,8.736416260192671,63.22449328313127,28,0,1
3,10.625741878996054,0.0,4,1,5,2,42.50296751598422,5.133923072012628,8.793218802727704,39,0,1
1,467.4092996582368,0.0,1,1,4,1,467.4092996582368,7.94223128196644,48.14406350437248,40,1,1
1,23.283989140814125,0.014327953015452519,1,0,3,0,22.91719354361854,4.174564489901987,4.172142405961148,38,0,1
6,22.558036267505276,0.011061521906698835,1,3,5,2,22.2925597417445,4.428919268276088,4.489662167545444,54,1,1
4,355.35837264348675,0.037944457248836765,1,3,4,0,341.7970236227525,7.43952765613605,90.70494422676977,50,1,1
1,507.82426425167904,0.0,1,1,4,4,507.82426425167904,9.086047213745003,51.84933091496257,54,0,1
2,78.36449154844348,0.03857594924994,3,2,5,2,224.6213902889467,9.299160337099769,66.3537215262037,40,0,1
3,5.6373014793253455,0.13477139913088346,1,1,5,1,4.854816088885628,3.574159505398842,-1.821216913220891,67,1,1
2,60.16266797540794,0.0,1,0,5,0,60.16266797540794,6.30976591131869,14.74425914288185,41,0,1
0,9.264473411798745,0.034442740482426806,1,1,7,4,8.954488747456903,1.5829253536760663,2.142616570183348,45,1,1
